1.321367773437500000e+04,1.318482812500000000e+04,1.333634277343750000e+04,1.304145117187500000e+04
1.315832910156250000e+04,1.314865234375000000e+04,1.328836621093750000e+04,1.299686523437500000e+04
1.302332812500000000e+04,1.300745898437500000e+04,1.314700585937500000e+04,1.286859179687500000e+04
1.295454296875000000e+04,1.293007617187500000e+04,1.306885058593750000e+04,1.279223632812500000e+04
1.290100976562500000e+04,1.287363378906250000e+04,1.301856054687500000e+04,1.273267187500000000e+04
1.289419531250000000e+04,1.285628515625000000e+04,1.301039062500000000e+04,1.271891015625000000e+04
1.295075781250000000e+04,1.292293554687500000e+04,1.308801953125000000e+04,1.279012402343750000e+04
1.301565820312500000e+04,1.298461523437500000e+04,1.315032714843750000e+04,1.285265527343750000e+04
1.294245703125000000e+04,1.291347070312500000e+04,1.306087597656250000e+04,1.278264062500000000e+04
1.289805078125000000e+04,1.287093847656250000e+04,1.302015332031250000e+04,1.274050097656250000e+04
1.289029492187500000e+04,1.285439453125000000e+04,1.300226074218750000e+04,1.272171679687500000e+04
1.282322167968750000e+04,1.279339648437500000e+04,1.294070410156250000e+04,1.266320117187500000e+04
1.269681835937500000e+04,1.267405371093750000e+04,1.280708593750000000e+04,1.253918750000000000e+04
1.263556250000000000e+04,1.261009570312500000e+04,1.274888574218750000e+04,1.247469726562500000e+04
1.263496289062500000e+04,1.260726171875000000e+04,1.275490136718750000e+04,1.247348144531250000e+04
1.259437011718750000e+04,1.256946484375000000e+04,1.272036230468750000e+04,1.244064257812500000e+04
1.244669531250000000e+04,1.242456640625000000e+04,1.255704980468750000e+04,1.229504296875000000e+04
1.225111523437500000e+04,1.222954785156250000e+04,1.235899609375000000e+04,1.210030957031250000e+04
1.211764062500000000e+04,1.209451562500000000e+04,1.222672167968750000e+04,1.196379589843750000e+04
1.231278027343750000e+04,1.226635253906250000e+04,1.243298925781250000e+04,1.214365820312500000e+04
1.231280761718750000e+04,1.228731542968750000e+04,1.243274804687500000e+04,1.215176464843750000e+04
1.221810156250000000e+04,1.219407031250000000e+04,1.233471582031250000e+04,1.206553320312500000e+04
1.203276562500000000e+04,1.202152148437500000e+04,1.214578417968750000e+04,1.189313671875000000e+04
1.190381054687500000e+04,1.187564843750000000e+04,1.200800390625000000e+04,1.175373339843750000e+04
1.195974023437500000e+04,1.191018945312500000e+04,1.206284375000000000e+04,1.179681640625000000e+04
1.189439062500000000e+04,1.186504101562500000e+04,1.200424121093750000e+04,1.173822363281250000e+04
1.185813476562500000e+04,1.182426855468750000e+04,1.196631250000000000e+04,1.170357617187500000e+04
1.182130078125000000e+04,1.181082031250000000e+04,1.194675683593750000e+04,1.168215722656250000e+04
1.187172265625000000e+04,1.183908789062500000e+04,1.198684765625000000e+04,1.171670605468750000e+04
1.187065234375000000e+04,1.183789843750000000e+04,1.197979980468750000e+04,1.172031445312500000e+04
1.186282324218750000e+04,1.182915429687500000e+04,1.197342675781250000e+04,1.171231347656250000e+04
1.179844433593750000e+04,1.176885546875000000e+04,1.190691894531250000e+04,1.165216796875000000e+04
1.171278710937500000e+04,1.169163085937500000e+04,1.181888867187500000e+04,1.157043847656250000e+04
1.164302832031250000e+04,1.161840820312500000e+04,1.174660742187500000e+04,1.149622460937500000e+04
1.172055859375000000e+04,1.168491406250000000e+04,1.183185253906250000e+04,1.156330371093750000e+04
1.175445019531250000e+04,1.173148632812500000e+04,1.187345117187500000e+04,1.160959179687500000e+04
1.174297949218750000e+04,1.171996093750000000e+04,1.185562988281250000e+04,1.159724218750000000e+04
1.175185449218750000e+04,1.172754296875000000e+04,1.186408496093750000e+04,1.160476953125000000e+04
1.168410644531250000e+04,1.166480468750000000e+04,1.179094042968750000e+04,1.153790917968750000e+04
1.164318945312500000e+04,1.161731250000000000e+04,1.174830175781250000e+04,1.149950781250000000e+04
